game.key,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
84cdad26-06fa-54f6-89c8-999ec2d7b3e4,1915-05-12,0,McCulloch,,Virginia,1b,6,3,0,,0,,,,,,,,,1,,,,,,,,,,,9,0,0,,,
84cdad26-06fa-54f6-89c8-999ec2d7b3e4,1915-05-12,0,Watkins,,Virginia,3b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
84cdad26-06fa-54f6-89c8-999ec2d7b3e4,1915-05-12,0,Agnew,,Virginia,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,8,0,0,,,
84cdad26-06fa-54f6-89c8-999ec2d7b3e4,1915-05-12,0,Faeth,,Virginia,p,9,3,0,,2,,,,,,,,,,,,,,,4,8,,,,1,4,0,,,
84cdad26-06fa-54f6-89c8-999ec2d7b3e4,1915-05-12,0,TOTALS,,Virginia,,,30,4,,7,,,,,,,,,,4,,,,,,,,,,27,10,0,,,
a180531c-c21e-5377-9029-cf6a4c1dbba0,1915-05-12,0,Leahy,,Duluth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a180531c-c21e-5377-9029-cf6a4c1dbba0,1915-05-12,0,Sweeley,,Duluth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a180531c-c21e-5377-9029-cf6a4c1dbba0,1915-05-12,0,TOTALS,,Duluth,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,2,,,
a180531c-c21e-5377-9029-cf6a4c1dbba0,1915-05-12,0,Stevenson,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a180531c-c21e-5377-9029-cf6a4c1dbba0,1915-05-12,0,Spellman,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a180531c-c21e-5377-9029-cf6a4c1dbba0,1915-05-12,0,TOTALS,,St. Boniface,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,2,,,
dc176ab5-41cf-55e7-b464-30e946286b42,1915-05-12,0,Dumont,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc176ab5-41cf-55e7-b464-30e946286b42,1915-05-12,0,Clymer,,Fargo-Moorhead,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc176ab5-41cf-55e7-b464-30e946286b42,1915-05-12,0,Smith,,Fargo-Moorhead,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc176ab5-41cf-55e7-b464-30e946286b42,1915-05-12,0,TOTALS,,Fargo-Moorhead,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,6,,,
dc176ab5-41cf-55e7-b464-30e946286b42,1915-05-12,0,Griffin,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc176ab5-41cf-55e7-b464-30e946286b42,1915-05-12,0,Fusner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc176ab5-41cf-55e7-b464-30e946286b42,1915-05-12,0,TOTALS,,Fort William-Port Arthur,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Block,,Grand Forks,cf,1,5,2,,2,,,,,,,,,,,,,,,,,,,,0,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Fox,,Grand Forks,2b,2,2,0,,0,,,,,,,2,,,,,,,,,,,,,1,3,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Flaherty,,Grand Forks,rf,3,4,1,,2,1,,,,,1,,,,,,,,,,,,,,2,2,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Altman,,Grand Forks,lf,4,2,1,,0,,,,,,2,,,,,,,,,,,,,,1,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Morse,[Pete],Grand Forks,ss,5,4,1,,1,,,,,,,,,1,,,,,,,,,,,4,4,1,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Lennahan,,Grand Forks,1b,6,2,1,,1,,,,,,,,,1,,,,,,,,,,,10,1,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Anderson,,Grand Forks,3b,7,2,1,,1,,,,,,2,,,,,,,,,,,,,,0,2,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Wolfe,,Grand Forks,c,8,2,0,,0,,,,,,,,,,,,,,,,,,,,8,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Christianson,,Grand Forks,p,9,4,0,,0,,,,,,,,,,,,,,,7,5,1,2,,1,2,1,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,TOTALS,,Grand Forks,,,27,7,,7,,,,,,,,,,8,,,,,,,,,,27,14,2,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,McCabe,,Virginia,rf,1,4,1,,2,,,,,,,,,,,,,,,,,,,,3,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Frankenhoff,,Virginia,ph,10,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Kronin,,Virginia,ph,11,1,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Fortnen,,Virginia,2b,2,5,1,,1,1,,,,,,,,1,,,,,,,,,,,2,2,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Sundheim,,Virginia,ss,3,2,1,,1,,,,,,,,,1,,,,,,,,,,,1,3,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Greisch,,Virginia,lf,4,5,0,,2,,,,,,,,,,,,,,,,,,,,0,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Brokaw,,Virginia,cf,5,3,0,,2,,,,,,1,,,,,,,,,,,,,,1,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,McCulloch,,Virginia,1b,6,3,1,,1,1,,,,,,,,1,,,,,,,,,,,9,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Watkins,,Virginia,3b,7,3,0,,1,,,,,,,,,1,,,,,,,,,,,1,0,0,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Agnew,,Virginia,c,8,5,0,,1,1,,,,,,,,,,,,,,,,,,,7,2,1,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,Sorenson,,Virginia,p,9,4,0,,0,,,,,,,,,,,,,,,4,7,5,,,0,4,1,,,
9f5f2765-9af3-50a1-a160-af803ee3a730,1915-05-13,0,TOTALS,,Virginia,,,35,4,,11,,,,,,,,,,15,,,,,,,,,,24,11,2,,,
ada885e6-a19c-5314-8a04-102f0a0412ed,1915-05-13,0,Williams,,Superior,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada885e6-a19c-5314-8a04-102f0a0412ed,1915-05-13,0,Berger,,Superior,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada885e6-a19c-5314-8a04-102f0a0412ed,1915-05-13,0,TOTALS,,Superior,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,2,,,
ada885e6-a19c-5314-8a04-102f0a0412ed,1915-05-13,0,Patterson,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada885e6-a19c-5314-8a04-102f0a0412ed,1915-05-13,0,O'Donnell,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada885e6-a19c-5314-8a04-102f0a0412ed,1915-05-13,0,TOTALS,,Winnipeg,,,,4,,7,,,,,,,,,,,,,,,,,,,,,,1,,,
b0b23a7f-b9d6-5672-8ea4-e7ba060c6632,1915-05-13,0,Bell,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0b23a7f-b9d6-5672-8ea4-e7ba060c6632,1915-05-13,0,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0b23a7f-b9d6-5672-8ea4-e7ba060c6632,1915-05-13,0,TOTALS,,Fargo-Moorhead,,,,6,,8,,,,,,,,,,,,,,,,,,,,,,3,,,
b0b23a7f-b9d6-5672-8ea4-e7ba060c6632,1915-05-13,0,Hewitt,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0b23a7f-b9d6-5672-8ea4-e7ba060c6632,1915-05-13,0,Fusner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0b23a7f-b9d6-5672-8ea4-e7ba060c6632,1915-05-13,0,TOTALS,,Fort William-Port Arthur,,,,11,,18,,,,,,,,,,,,,,,,,,,,,,3,,,
f7913104-a7ef-58d4-b7fd-54431052d818,1915-05-13,0,Byron,,Duluth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7913104-a7ef-58d4-b7fd-54431052d818,1915-05-13,0,Sweeley,,Duluth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7913104-a7ef-58d4-b7fd-54431052d818,1915-05-13,0,TOTALS,,Duluth,,,,7,,11,,,,,,,,,,,,,,,,,,,,,,3,,,
f7913104-a7ef-58d4-b7fd-54431052d818,1915-05-13,0,Shannon,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7913104-a7ef-58d4-b7fd-54431052d818,1915-05-13,0,Spellman,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7913104-a7ef-58d4-b7fd-54431052d818,1915-05-13,0,TOTALS,,St. Boniface,,,,5,,10,,,,,,,,,,,,,,,,,,,,,,2,,,
70cff03e-8663-585e-8b88-550e5f1e708b,1915-05-14,0,Hawkins,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70cff03e-8663-585e-8b88-550e5f1e708b,1915-05-14,0,Fusner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70cff03e-8663-585e-8b88-550e5f1e708b,1915-05-14,0,TOTALS,,Fort William-Port Arthur,,,,3,,8,,,,,,,,,,,,,,,,,,,,,,3,,,
70cff03e-8663-585e-8b88-550e5f1e708b,1915-05-14,0,Pulder,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70cff03e-8663-585e-8b88-550e5f1e708b,1915-05-14,0,Spellman,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70cff03e-8663-585e-8b88-550e5f1e708b,1915-05-14,0,TOTALS,,St. Boniface,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,1,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Block,,Grand Forks,cf,1,5,1,,2,,,,,,,,,1,,,,,,,,,,,2,0,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Fox,,Grand Forks,2b,2,3,2,,0,,,,,,,,,3,,,,,,,,,,,1,3,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Flaherty,,Grand Forks,rf,3,5,0,,2,,1,,,,,,,,,,,,,,,,,,1,0,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Altman,,Grand Forks,lf,4,5,1,,2,,,,,,1,,,3,,,,,,,,,,,1,0,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Morse,Steve [Pete],Grand Forks,ss,5,3,1,,0,,,,,,,,,1,,,,,,,,,,,0,2,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Lennehan,,Grand Forks,1b,6,5,1,,1,,,,,,,,,,,,,,,,,,,,11,0,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Anderson,,Grand Forks,3b,7,4,3,,1,,1,,,,,,,,,,,,,,,,,,1,0,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Wolfe,,Grand Forks,c,8,4,0,,3,,,,,,,,,1,,,,,,,,,,,10,0,0,,,1
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Morse,Pete [Paul],Grand Forks,p,9,3,1,,1,,,,,,,,1,,,,,,,8,9,,,,0,5,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,TOTALS,,Grand Forks,,,37,10,,12,,,,,,,,,,7,,,,,,,,,,27,10,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Burgwold,,Superior,3b,1,4,1,,1,,,,,,,,,,,,,,,,,,,,2,2,1,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,McGee,,Superior,2b,2,4,0,,1,1,,,,,,,,1,,,,,,,,,,,1,1,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Curtis,,Superior,1b,3,2,0,,2,,,,,,,,,,,,,,,,,,,,10,0,1,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Swalm,,Superior,lf,4,5,0,,0,,,,,,,,,,,,,,,,,,,,5,0,1,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Glass,,Superior,rf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,3,0,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Bassey,,Superior,cf,6,4,2,,1,,,,,,,,,1,,,,,,,,,,,2,0,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Girth,,Superior,ss,7,5,0,,0,,,,,,,,,,,,,,,,,,,,0,4,2,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Kurke,,Superior,c,8,3,1,,2,2,,,,,,,,,,,,,,,,,,,2,1,1,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,Leon,,Superior,p,9,4,1,,1,,,,,,,,,,,,,,,3,2,1,,,0,2,0,,,
847cd0a4-7261-5720-b637-f4a22538ad41,1915-05-14,0,TOTALS,,Superior,,,35,5,,8,,,,,,,,,,10,,,,,,,,,,24,10,6,,,
f1742d68-58c2-5424-ab07-392d9d3f5bea,1915-05-14,0,Postun,,Duluth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1742d68-58c2-5424-ab07-392d9d3f5bea,1915-05-14,0,Sweeley,,Duluth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1742d68-58c2-5424-ab07-392d9d3f5bea,1915-05-14,0,TOTALS,,Duluth,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,1,,,
f1742d68-58c2-5424-ab07-392d9d3f5bea,1915-05-14,0,Fait,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1742d68-58c2-5424-ab07-392d9d3f5bea,1915-05-14,0,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1742d68-58c2-5424-ab07-392d9d3f5bea,1915-05-14,0,TOTALS,,Fargo-Moorhead,,,,11,,18,,,,,,,,,,,,,,,,,,,,,,1,,,
f55af8e4-f5a3-5d5b-971a-a0cf1e19aefd,1915-05-14,0,Wright,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f55af8e4-f5a3-5d5b-971a-a0cf1e19aefd,1915-05-14,0,Corman,,Virginia,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f55af8e4-f5a3-5d5b-971a-a0cf1e19aefd,1915-05-14,0,TOTALS,,Virginia,,,,12,,11,,,,,,,,,,,,,,,,,,,,,,2,,,
f55af8e4-f5a3-5d5b-971a-a0cf1e19aefd,1915-05-14,0,Horton,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f55af8e4-f5a3-5d5b-971a-a0cf1e19aefd,1915-05-14,0,O'Donnell,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f55af8e4-f5a3-5d5b-971a-a0cf1e19aefd,1915-05-14,0,TOTALS,,Winnipeg,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,6,,,
46793b41-da18-57bc-9207-96e3977a466d,1915-05-15,0,Noble,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46793b41-da18-57bc-9207-96e3977a466d,1915-05-15,0,Fusner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46793b41-da18-57bc-9207-96e3977a466d,1915-05-15,0,TOTALS,,Fort William-Port Arthur,,,,0,,10,,,,,,,,,,,,,,,,,,,,,,2,,,
46793b41-da18-57bc-9207-96e3977a466d,1915-05-15,0,Boardman,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46793b41-da18-57bc-9207-96e3977a466d,1915-05-15,0,Spellman,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46793b41-da18-57bc-9207-96e3977a466d,1915-05-15,0,TOTALS,,St. Boniface,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,6,,,
d6fa1223-098b-5872-a093-ea7340b3a32b,1915-05-15,0,Quarters,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6fa1223-098b-5872-a093-ea7340b3a32b,1915-05-15,0,Agnew,,Virginia,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6fa1223-098b-5872-a093-ea7340b3a32b,1915-05-15,0,TOTALS,,Virginia,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,,,
d6fa1223-098b-5872-a093-ea7340b3a32b,1915-05-15,0,Shirley,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6fa1223-098b-5872-a093-ea7340b3a32b,1915-05-15,0,O'Donnell,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6fa1223-098b-5872-a093-ea7340b3a32b,1915-05-15,0,TOTALS,,Winnipeg,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,2,,,
0d86526d-da1a-57eb-a945-3e3b46c4ea8e,1915-05-16,0,TOTALS,,Duluth,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d86526d-da1a-57eb-a945-3e3b46c4ea8e,1915-05-16,0,TOTALS,,Fargo-Moorhead,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Block,,Grand Forks,cf,1,6,0,,2,,,,,,,,,2,,,,,,,,,,,1,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Fox,,Grand Forks,2b,2,4,1,,0,,,,,,,,,1,,,,,,,,,,,1,3,1,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Flaherty,,Grand Forks,rf,3,6,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Altman,,Grand Forks,lf,4,5,1,,2,,1,,,,,,,,,,,,,,,,,,1,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Morse,P. [Pete],Grand Forks,ss,5,4,0,,2,,,,,,,,,1,,,,,,,,,,,1,2,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Lennehan,,Grand Forks,1b,6,5,0,,0,,,,,,,,,,,,,,,,,,,,15,1,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Anderson,,Grand Forks,3b,7,5,0,,0,,,,,,,,,,,,,,,,,,,,0,4,1,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Wolfe,,Grand Forks,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,18,2,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Ursella,,Grand Forks,p,9,3,1,,1,1,,,,,,2,,,,,,,,10,15,,,,1,8,2,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,TOTALS,,Grand Forks,,,42,3,,8,,,,,,,,,,8,,,,,,,,,,39,20,4,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Burgvold,,Superior,3b,1,3,0,,0,,,,,,,,,1,,,,,,,,,,,2,3,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Berger,,Superior,ph,10,0,1,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Brannon,,Superior,p,11,2,0,,0,,,,,,,,,1,,,,,,3,,,,,0,3,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,McGee,,Superior,2b,2,6,0,,1,,,,,,,,,,,,,,,,,,,,2,2,0,1,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Curtis,,Superior,1b,3,5,0,,1,,,,,,,,,1,,,,,,,,,,,21,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Swalm,,Superior,lf,4,2,0,,0,,,,,,,1,,,,,,,,,,,,,1,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Glass,,Superior,rf,5,6,0,,0,,,,,,,,,,,,,,,,,,,,3,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Bassey,,Superior,cf,6,5,1,,2,1,,,,,,,,2,,,,,,,,,,,2,0,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Girth,,Superior,ss,7,5,0,,0,,,,,,,1,,,,,,,,,,,,,0,4,1,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Kurke,,Superior,c,8,5,0,,0,,,,,,,,,1,,,,,,,,,,,4,1,0,,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,Conley,,Superior,p,9,3,0,,0,,,,,,,,,,,,,,,3,1,,,,1,4,1,1,,
d140b73d-fb2d-5dcc-99f0-3a6d2a46684b,1915-05-16,0,TOTALS,,Superior,,,42,2,,4,,,,,,,,,,12,,,,,,,,,,37,17,2,,,
48632408-4b9f-5bf7-af61-90e3dceeb19a,1915-05-18,0,Griffin,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48632408-4b9f-5bf7-af61-90e3dceeb19a,1915-05-18,0,Fuesner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48632408-4b9f-5bf7-af61-90e3dceeb19a,1915-05-18,0,TOTALS,,Fort William-Port Arthur,,,,10,,12,,,,,,,,,,,,,,,,,,,,,,2,,,
48632408-4b9f-5bf7-af61-90e3dceeb19a,1915-05-18,0,Snyder,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48632408-4b9f-5bf7-af61-90e3dceeb19a,1915-05-18,0,Huert,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48632408-4b9f-5bf7-af61-90e3dceeb19a,1915-05-18,0,TOTALS,,Winnipeg,,,,2,,9,,,,,,,,,,,,,,,,,,,,,,6,,,
9a220bf9-73fe-54ff-b135-3d7d01f10105,1915-05-18,0,Stevenson,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a220bf9-73fe-54ff-b135-3d7d01f10105,1915-05-18,0,Spellman,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a220bf9-73fe-54ff-b135-3d7d01f10105,1915-05-18,0,TOTALS,,St. Boniface,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,1,,,
9a220bf9-73fe-54ff-b135-3d7d01f10105,1915-05-18,0,Faeth,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a220bf9-73fe-54ff-b135-3d7d01f10105,1915-05-18,0,Agnew,,Virginia,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a220bf9-73fe-54ff-b135-3d7d01f10105,1915-05-18,0,TOTALS,,Virginia,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,4,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Brammel,,Duluth,rf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Croake,,Duluth,1b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,10,0,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Collins,,Duluth,3b,4,4,0,,1,,,,,,,,,2,,,,,,,,,,,2,1,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Williams,,Duluth,lf,5,1,0,,0,,,,,,,,,1,,,,,,,,,,,3,0,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Ford,,Duluth,cf,6,2,0,,0,,,,,,,,,,,,,,,,,,,,3,0,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,O'Brien,,Duluth,2b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,2,4,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Sweeley,,Duluth,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,3,1,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Boley,,Duluth,p,9,4,0,,0,,,,,,,,,,,,,,,1,2,,,,0,4,1,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,TOTALS,,Duluth,,,31,1,,2,,,,,,,,,,6,,,,,,,,,,24,12,3,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Block,,Grand Forks,cf,1,4,2,,3,1,,,,,,,,1,,,,,,,,,,,1,0,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Fox,,Grand Forks,2b,2,3,1,,1,,,,,,,1,,,,,,,,,,,,,2,2,1,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Flaherty,,Grand Forks,rf,3,4,1,,1,,,,,,,,,,,,,,,,,,,,3,0,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Altman,,Grand Forks,lf,4,4,1,,2,,,,,,,,,,,,,,,,,,,,4,0,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Morse,[Pete],Grand Forks,ss,5,4,1,,1,,,,,,,,,1,,,,,,,,,,,0,3,1,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Lennehan,,Grand Forks,1b,6,4,1,,1,,,,,,,,,,,,,,,,,,,,12,1,0,,,
a655ce04-42a1-5fa6-bbbf-f785446e4552,1915-05-18,0,Anderson,,Grand Forks,3b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,1,4,1,,,
