game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
VKNGRJR,1910,Carolina Association,1910-05-13,0,regular,P7657252,McKenzie,,Greensboro,2b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,
VKNGRJR,1910,Carolina Association,1910-05-13,0,regular,P3937903,Thrasher,,Greensboro,rf,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
VKNGRJR,1910,Carolina Association,1910-05-13,0,regular,P6665413,Hammersley,,Greensboro,p,9,2,0,,0,,,,,,,,,,,,,,5,,,,,9,2,3,,1,,0,1,0,,,,
VKNGRJR,1910,Carolina Association,1910-05-13,0,regular,,TOTALS,,Greensboro,,,33,4,2,10,,,,,,,,,,,,9,,,,,,,,,,,,,27,10,4,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P9176922,McHugh,,Charlotte,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P3053172,Garman,,Charlotte,1b,2,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,1,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P8859656,Cross,,Charlotte,3b,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P2487408,Humphrey,,Charlotte,rf,4,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P5667168,Coutts,,Charlotte,lf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P8330474,Dobard,,Charlotte,ss,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P8643406,Hargrave,,Charlotte,2b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P6980804,Francis,,Charlotte,c,8,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P4241624,Hayes,,Charlotte,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,4,,,,,1,0,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,,TOTALS,,Charlotte,,,32,0,,5,,,,,,,,,,,,7,,,,,,,,,,,,,26,6,2,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P9916119,Jenkins,,Greenville,3b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P1459250,Ochs,,Greenville,rf,2,3,0,,0,,,,,,,1,,,,,,,,,,,,,,,,,,1,0,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P4086333,Derrick,F.,Greenville,1b,3,4,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,6,0,0,1,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P5131450,Derrick,C.,Greenville,ss,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P2736906,Cashion,,Greenville,cf,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P9466379,Blackstone,,Greenville,lf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P6199305,Wingo,,Greenville,c,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P0492891,Stouch,,Greenville,2b,8,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,P0563267,Trammell,,Greenville,p,9,3,0,,1,,,,,,,,,,,,,,,,,,,,10,,,1,,0,2,1,,,,
GDTYLGW,1910,Carolina Association,1910-05-14,0,regular,,TOTALS,,Greenville,,,31,1,,5,,,,,,,,,,,,5,,,,,,,,,,,,,27,6,1,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P5374085,Wehrell,,Anderson,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P4223045,Corbett,,Anderson,2b,2,4,1,,1,,,,,,,,,,2,,,,,,,,,,,,,,,2,4,1,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P0666603,Hartley,,Anderson,lf,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P9011763,Kelly,,Anderson,rf,4,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P7452453,McCarthy,J.,Anderson,1b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P2446512,Gorham,,Anderson,3b,6,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P2276795,McEnroe,,Anderson,ss,7,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P6024768,Brannon,,Anderson,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P4528375,Mangum,,Anderson,p,9,3,0,,1,,,,,,,,,,,,,,,,,,,,2,,,,,0,3,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,,TOTALS,,Anderson,,,32,1,1,7,,,,,,,,,,,,3,,,,,,,,,,,,,24,18,5,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P2715479,Weldon,,Greensboro,lf,1,4,0,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P2107950,Rickard,,Greensboro,cf,2,4,0,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,3,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P1340887,Jackson,,Greensboro,3b,3,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P2531649,Bentley,,Greensboro,rf,4,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P9212638,James,,Greensboro,ss,5,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P2489120,Hicks,,Greensboro,1b,6,4,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P0893768,Beusse,E.,Greensboro,2b,7,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P4923846,Beusse,C.,Greensboro,c,8,4,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,8,0,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,P9371859,Smith,,Greensboro,p,9,4,0,,2,,,,,,,,,,,,,,,,,,,,,8,,1,,0,4,0,,,,
VDQXNYV,1910,Carolina Association,1910-05-14,0,regular,,TOTALS,,Greensboro,,,36,7,4,13,,,,,,,,,,,,8,,,,,,,,,,,,,27,13,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P9178499,Bigbie,,Spartanburg,ss,1,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,6,2,1,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P3043282,Wynne,,Spartanburg,2b,2,4,0,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,1,5,0,1,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P5198759,Springs,,Spartanburg,3b,3,5,0,,2,,,,,,,,1,,,,,,,,,,,,,,,,,0,2,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P1699175,Walker,,Spartanburg,lf,4,5,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,4,0,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P5298514,Fairbanks,,Spartanburg,cf,5,6,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P0547382,Gardin,,Spartanburg,rf,6,5,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P8976397,Bullock,,Spartanburg,1b,7,6,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,1,1,1,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P4845693,Harrington,,Spartanburg,c,8,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P8635324,Averett,,Spartanburg,p,9,5,1,,1,,,,,,,,1,,,1.0,,,,,,,,,6,5,,,,1,1,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,,TOTALS,,Spartanburg,,,46,3,,8,,,,,,,,,,,,9,2,,,,,,,,,,,,40,15,5,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P9496227,Midkiff,,Winston-Salem,ss,1,6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P6622059,Swindell,,Winston-Salem,p,10,5,0,,0,,,,,,,,1,,,,,,,,,,,,4,12,,,,0,8,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P0918690,Templin,,Winston-Salem,2b,2,7,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,6,4,0,1,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P7712004,Brent,,Winston-Salem,lf,3,5,0,,1,,,,,,,,,,,1.0,,,,,,,,,,,,,,0,0,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P9825477,Fogarty,,Winston-Salem,cf,4,7,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P3483120,McKevitt,,Winston-Salem,1b,5,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P1717024,Holt,,Winston-Salem,1b,6,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P2039836,Painter,,Winston-Salem,3b,7,6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P8288153,Laval,,Winston-Salem,rf,8,4,1,,2,,,,,,,1,,,2,,,,,,,,,,,,,,,2,0,0,,,,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,P6647636,Macconachie,,Winston-Salem,c,9,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,13,1,0,,,1,
WSTVDJF,1910,Carolina Association,1910-05-14,0,regular,,TOTALS,,Winston-Salem,,,50,4,,8,,,,,,,,,,,,13,1,,,,,,,,,,,,41,18,2,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P5374085,Wehrell,,Anderson,cf,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P4223045,Corbett,,Anderson,2b,2,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P0666603,Hartley,,Anderson,lf,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P9011763,Kelly,,Anderson,rf,4,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P7452453,McCarthy,J.,Anderson,1b,5,3,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,7,2,0,1,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P2446512,Gorham,,Anderson,3b,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P2276795,McEnroe,,Anderson,ss,7,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P6024768,Brannon,,Anderson,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,1,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P0072412,McCarthy,A.,Anderson,p,9,2,0,,0,,,,,,,,,,,,,,,,,,,,4,5,,,,0,2,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,,TOTALS,,Anderson,,,30,3,,5,,,,,,,,,,,,8,1,,,,,,,,,,,,24,12,1,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P9176922,McHugh,,Charlotte,cf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P3053172,Garman,,Charlotte,1b,2,3,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,7,0,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P8859656,Cross,,Charlotte,3b,3,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P2487408,Humphrey,,Charlotte,rf,4,4,1,,2,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P5667168,Coutts,,Charlotte,lf,5,3,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P8330474,Dobard,,Charlotte,ss,6,4,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P1274752,Williams,,Charlotte,2b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P6980804,Francis,,Charlotte,c,8,3,0,,2,,,,,,,,,,2,,,,,,,,,,,,,,,12,1,0,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,P4944540,Bauswine,,Charlotte,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,6,12,,,,0,1,1,,,,
GLHNXRL,1910,Carolina Association,1910-05-16,0,regular,,TOTALS,,Charlotte,,,32,6,,11,,,,,,,,,,,,6,1,,,,,,,,,,,,27,6,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P9916119,Jenkins,,Greenville,3b,1,6,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P1763296,Noonjin,,Greenville,cf,2,5,0,,0,,,,,,,1,1,,,,,,,,,,,,,,,,,1,0,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P4086333,Derrick,F.,Greenville,1b,3,6,2,,2,,,,,,,,,,1,,,,,,,,,,,,,,,16,0,2,1,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P5131450,Derrick,C.,Greenville,ss,4,6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,1,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P2736906,Cashion,,Greenville,rf,5,4,0,,0,,,,,,,,1,,1,,,,,,,,,,,,,,,1,0,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P9466379,Blackstone,,Greenville,lf,6,6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P6199305,Wingo,,Greenville,c,7,6,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,14,0,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P0492891,Stouch,,Greenville,2b,8,6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P7812295,Flowers,,Greenville,p,9,6,0,,2,,1,,,,,,,,,,,,,,,,,,6,9,,,,0,5,0,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,,TOTALS,,Greenville,,,51,6,,10,,,,,,,,,,,,11,5,,,,,,,,,,,,39,18,9,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P9496227,Midkiff,,Winston-Salem,ss,1,7,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,4,7,3,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P0918690,Templin,,Winston-Salem,2b,2,6,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,2,3,0,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P7712004,Brent,,Winston-Salem,lf,3,5,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,0,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P9825477,Fogarty,,Winston-Salem,cf,4,5,1,,0,,,,,,,1,,,,,,,,,,,,,,,,,,2,0,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P3483120,McKevitt,,Winston-Salem,1b,5,5,1,,0,,,,,,,,1,,,,,,,,,,,,,,,,,17,0,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P2039836,Painter,,Winston-Salem,3b,6,5,1,,3,1,,,,,,,,,1,,,,,,,,,,,,,,,3,1,1,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P8288153,Laval,,Winston-Salem,rf,7,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P8199988,MacConachie,,Winston-Salem,c,8,5,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,P2851613,Willis,,Winston-Salem,p,9,5,0,,0,,,,,,,1,,,,,,,,,,,,,4,9,,,,0,8,0,,,,
NBPVXYD,1910,Carolina Association,1910-05-16,0,regular,,TOTALS,,Winston-Salem,,,46,6,,6,,,,,,,,,,,,13,4,,,,,,,,,,,,39,22,6,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P2107950,Rickard,,Greensboro,cf,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P2715479,Weldon,,Greensboro,lf,2,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,0,1,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P1340887,Jackson,,Greensboro,3b,3,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P2531649,Bentley,,Greensboro,rf,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P9212638,James,,Greensboro,ss,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P2489120,Hicks,,Greensboro,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P3878729,Beusse,F.,Greensboro,2b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P4923846,Beusse,C.,Greensboro,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P8373486,Eldridge,,Greensboro,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,,2,13,,,,1,2,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,,TOTALS,,Greensboro,,,38,1,,6,,,,,,,,,,,,8,,,,,,,,,,,,,29,8,2,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P9178499,Bigbie,,Spartanburg,ss,1,3,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,3,6,2,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P3043282,Wynne,,Spartanburg,2b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P1699175,Walker,,Spartanburg,lf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P5298514,Fairbanks,,Spartanburg,cf,4,4,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,2,1,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P2332344,Holt,,Spartanburg,3b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P5198759,Springs,,Spartanburg,rf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P8976397,Bullock,,Spartanburg,1b,7,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P4608830,Roth,,Spartanburg,c,8,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,P5542234,Thackam,,Spartanburg,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,,1,6,,,,0,6,0,,,,
ZWPWYXB,1910,Carolina Association,1910-05-16,0,regular,,TOTALS,,Spartanburg,,,35,2,,6,,,,,,,,,,,,6,,,,,,,,,,,,,30,18,3,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P2715479,Weldon,,Greensboro,lf,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P2107950,Rickard,,Greensboro,cf,2,4,0,,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,0,0,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P1340887,Jackson,,Greensboro,3b,3,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P2531649,Bentley,,Greensboro,c,4,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P9212638,James,,Greensboro,ss,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,1,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P2489120,Hicks,,Greensboro,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,1,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P3878729,Beusse,F.,Greensboro,2b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P3937903,Thrasher,,Greensboro,rf,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P2143984,Walters,,Greensboro,p,9,3,0,,1,,,,,,,,,,,,,,,,,,,,1,5,,,,1,4,0,1,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,,TOTALS,,Greensboro,,,34,3,,6,,,,,,,,,,,,4,,,,,,,,,,,,,24,8,2,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P9178499,Bigbie,,Spartanburg,ss,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P3043282,Wynne,,Spartanburg,2b,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P1699175,Walker,,Spartanburg,lf,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P5298514,Fairbanks,,Spartanburg,cf,4,3,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,3,0,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P2332344,Holt,,Spartanburg,3b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P0547382,Gardin,,Spartanburg,rf,6,3,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P8976397,Bullock,,Spartanburg,1b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P4845693,Harrington,,Spartanburg,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,P6028540,Abercrombie,,Spartanburg,p,9,4,0,,0,,,,,,,,1,,1,,,,,,,,,,1,1,,,,0,1,0,,,,
LYTVDXL,1910,Carolina Association,1910-05-17,0,regular,,TOTALS,,Spartanburg,,,32,4,,8,,,,,,,,,,,,4,,,,,,,,,,,,,26,11,2,,,,
WLGWXJQ,1910,Carolina Association,1910-05-17,0,regular,P9916119,Jenkins,,Greenville,3b,1,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
WLGWXJQ,1910,Carolina Association,1910-05-17,0,regular,P3783346,Noojin,,Greenville,cf,2,3,0,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,4,0,0,,,,
