key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19
YBVZKWW,1909-04-27,0,Arkansas State,regular,,Jonesboro,2,,Argenta,0,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 28, 1909",0,0,0,0,1,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
KBGTNKS,1909-04-27,0,Arkansas State,regular,,Monroe,17,,Fort Smith,7,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 28, 1909",2,3,2,4,0,0,2,4,0,,,,,,,,,,,0,0,7,0,0,0,0,0,0,,,,,,,,,,
HYCDSXP,1909-04-27,0,Arkansas State,regular,,Helena,2,,Hot Springs,1,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 28, 1909",0,0,0,2,0,0,0,0,0,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,
RNFZJPF,1909-04-27,0,Arkansas State,regular,,Alexandria,4,,Texarkana,8,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 28, 1909",0,0,0,2,0,0,1,1,0,,,,,,,,,,,2,1,0,0,3,1,1,0,x,,,,,,,,,,
GJFQGKF,1909-04-27,1,Southern Association,regular,,Memphis,5,,Mobile,3,,,2:20,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 28, 1909",0,0,0,1,3,1,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,2,0,,,,,,,,,,
JGVHSDN,1909-04-27,2,Southern Association,regular,,Memphis,0,,Mobile,0,,,1:15,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 28, 1909",0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,x,,,,,,,,,,,,,,
XPXNBMV,1909-04-28,0,Arkansas State,regular,,Jonesboro,8,,Argenta,5,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 29, 1909",0,0,0,1,0,5,0,2,0,,,,,,,,,,,0,0,0,0,0,2,0,3,0,,,,,,,,,,
CPKTDQQ,1909-04-28,0,Arkansas State,regular,,Monroe,6,,Fort Smith,2,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 29, 1909",0,0,1,0,2,1,0,0,2,,,,,,,,,,,0,0,0,1,0,0,0,1,0,,,,,,,,,,
JXLTCZP,1909-04-28,0,Arkansas State,regular,,Helena,9,,Hot Springs,10,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 29, 1909",1,0,3,1,4,0,0,0,0,,,,,,,,,,,3,1,0,1,3,1,0,0,1,,,,,,,,,,
SZRZLYN,1909-04-28,0,Arkansas State,regular,,Alexandria,5,,Texarkana,6,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 29, 1909",3,0,0,2,0,0,0,0,0,0,0,,,,,,,,,1,0,1,0,0,0,0,2,1,0,1,,,,,,,,
HNMKSHB,1909-04-28,0,Southern Association,regular,,Atlanta,4,,Birmingham,1,,,1:15,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 29, 1909",0,1,0,0,2,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,
XDTRXMK,1909-04-28,0,Southern Association,regular,,New Orleans,8,,Memphis,3,,,1:45,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 29, 1909",0,1,0,1,0,1,0,5,0,,,,,,,,,,,0,0,0,1,2,0,0,0,0,,,,,,,,,,
YGTWHRW,1909-04-28,0,Southern Association,regular,,Nashville,0,,Montgomery,2,,,1:45,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 29, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,1,0,x,,,,,,,,,,
LTRLSYF,1909-04-29,0,Arkansas State,regular,,Alexandria,7,,Fort Smith,2,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 30, 1909",0,1,0,2,3,1,0,0,0,,,,,,,,,,,0,0,2,0,0,0,0,0,0,,,,,,,,,,
FRKLYLP,1909-04-29,0,Arkansas State,regular,,Argenta,3,,Helena,1,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 30, 1909",0,1,0,0,0,0,0,2,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,
CZTLRNN,1909-04-29,0,Arkansas State,regular,,Hot Springs,0,,Jonesboro,1,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, April 30, 1909",0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,
MKSWSST,1909-04-29,0,Southern Association,regular,,Atlanta,1,,Birmingham,5,,,,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 30, 1909",0,0,0,1,0,0,0,0,0,,,,,,,,,,,3,2,0,0,0,0,0,0,x,,,,,,,,,,
RVHLHMJ,1909-04-29,0,Southern Association,regular,,Mobile,7,,Little Rock,4,,,,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 30, 1909",0,0,4,0,2,1,0,0,0,,,,,,,,,,,0,0,0,0,1,2,1,0,0,,,,,,,,,,
KJGNSJY,1909-04-29,0,Southern Association,regular,,New Orleans,6,,Memphis,0,,,1:25,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 30, 1909",0,0,3,0,0,0,2,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,
YYNXJFV,1909-04-29,0,Southern Association,regular,,Nashville,1,,Montgomery,2,,,,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, April 30, 1909",1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,1,0,1,0,0,0,x,,,,,,,,,,
SCYRSDQ,1909-04-30,0,Arkansas State,regular,,Alexandria,3,,Fort Smith,1,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",0,0,0,0,1,2,0,0,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,
PTCQDYY,1909-04-30,0,Arkansas State,regular,,Argenta,,,Helena,,,,,,postponed,wet grounds,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZXJYRZD,1909-04-30,0,Arkansas State,regular,,Hot Springs,0,,Jonesboro,2,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,
WZDMNWT,1909-04-30,0,Arkansas State,regular,,Monroe,0,,Texarkana,3,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1,1,0,0,0,0,0,x,,,,,,,,,,
RJFVVCJ,1909-04-30,0,Southern Association,regular,,Atlanta,,,Birmingham,,,,,,postponed,rain,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXLRRGJ,1909-04-30,0,Southern Association,regular,,Mobile,2,,Little Rock,8,,,1:35,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",0,0,0,0,1,0,0,0,1,,,,,,,,,,,0,4,1,0,3,0,0,0,x,,,,,,,,,,
HFKWKSG,1909-04-30,0,Southern Association,regular,,New Orleans,,,Memphis,,,,,,postponed,rain,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQVWBSN,1909-04-30,0,Southern Association,regular,,Nashville,2,,Montgomery,1,,,1:40,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 1, 1909",1,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,
JBBVFGR,1909-05-01,0,Arkansas State,regular,,Alexandria,3,,Fort Smith,8,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",0,1,0,0,0,2,0,0,0,,,,,,,,,,,1,0,6,0,0,0,0,1,x,,,,,,,,,,
XVCQBPV,1909-05-01,0,Arkansas State,regular,,Argenta,1,,Helena,4,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",0,0,0,0,0,0,0,0,1,,,,,,,,,,,2,0,2,0,0,0,0,0,x,,,,,,,,,,
RYQWYTB,1909-05-01,0,Arkansas State,regular,,Hot Springs,8,,Jonesboro,6,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",4,0,0,1,0,3,0,0,0,,,,,,,,,,,0,2,2,0,0,0,0,0,2,,,,,,,,,,
GFTQVCX,1909-05-01,0,Arkansas State,regular,,Monroe,2,,Texarkana,6,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",0,0,0,0,0,0,0,2,0,,,,,,,,,,,0,1,0,0,0,0,5,0,x,,,,,,,,,,
KNWVYCM,1909-05-01,1,Southern Association,regular,,Atlanta,3,,Birmingham,0,,,2:00,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",0,0,0,0,0,0,0,0,0,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
VNVKWCF,1909-05-01,2,Southern Association,regular,,Atlanta,4,,Birmingham,4,,,2:20,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",1,1,1,0,0,0,0,1,0,0,,,,,,,,,,0,0,1,0,0,1,2,0,0,0,,,,,,,,,
TGJCQNM,1909-05-01,0,Southern Association,regular,,Mobile,9,,Little Rock,1,,,1:45,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",2,0,2,0,0,5,0,0,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,
NJVNFZX,1909-05-01,0,Southern Association,regular,,New Orleans,3,,Memphis,4,,,1:30,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",0,1,0,0,0,0,2,0,0,,,,,,,,,,,1,0,0,0,2,0,0,1,x,,,,,,,,,,
WHBFLQY,1909-05-01,0,Southern Association,regular,,Nashville,5,,Montgomery,3,,,2:00,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 2, 1909",0,0,0,0,2,2,1,0,0,,,,,,,,,,,3,0,0,0,0,0,0,0,0,,,,,,,,,,
YHTPYHH,1909-05-02,0,Arkansas State,regular,,Monroe,1,,Texarkana,9,,,,,final,,,1909/1909-MCA/ARSL-19090426.txt,"(Memphis) Commercial Appeal, May 3, 1909",0,0,0,0,1,0,0,0,0,,,,,,,,,,,3,0,0,0,0,5,0,1,x,,,,,,,,,,
YPCNBFC,1909-05-02,0,Southern Association,regular,,Mobile,1,,Memphis,2,,,2:05,,final,,2,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 3, 1909",0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,,,,,,,
PCLTSHD,1909-05-02,0,Southern Association,regular,,Birmingham,6,,New Orleans,4,,,2:05,,final,,,1909/1909-MCA/SOUA-19090426.txt,"(Memphis) Commercial Appeal, May 3, 1909",0,0,1,0,0,0,0,0,3,2,,,,,,,,,,0,1,0,2,0,0,1,0,0,0,,,,,,,,,
KFFKQCL,1909-05-03,0,Arkansas State,regular,,Hot Springs,2,,Helena,9,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 4, 1909",0,0,0,1,0,0,0,0,1,,,,,,,,,,,3,0,0,1,3,0,2,0,x,,,,,,,,,,
YZKDGPY,1909-05-03,0,Arkansas State,regular,,Argenta,8,,Jonesboro,6,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 4, 1909",1,0,0,0,1,4,2,0,0,,,,,,,,,,,2,2,0,0,0,0,0,2,0,,,,,,,,,,
QKWQCPH,1909-05-03,0,Southern Association,regular,,Nashville,0,,Atlanta,12,,,1:50,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 4, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,3,6,3,0,0,x,,,,,,,,,,
CNCNBFM,1909-05-03,0,Southern Association,regular,,Montgomery,5,,Birmingham,2,,,2:00,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 4, 1909",0,0,0,1,1,0,0,0,3,,,,,,,,,,,0,0,0,1,0,0,1,0,0,,,,,,,,,,
CPRBSLG,1909-05-03,0,Southern Association,regular,,New Orleans,6,,Little Rock,2,,,1:55,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 4, 1909",1,1,2,0,0,0,0,2,0,,,,,,,,,,,0,0,2,0,0,0,0,0,0,,,,,,,,,,
GVKGTDN,1909-05-03,0,Southern Association,regular,,Mobile,4,,Memphis,2,,,1:55,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 4, 1909",0,0,1,0,0,0,0,1,2,,,,,,,,,,,0,1,0,0,0,0,1,0,0,,,,,,,,,,
QLTJGHX,1909-05-04,0,Arkansas State,regular,,Texarkana,6,,Alexandria,7,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",2,2,0,2,0,0,0,0,0,,,,,,,,,,,0,0,0,1,0,0,0,1,5,,,,,,,,,,
CKMYJDH,1909-05-04,0,Arkansas State,regular,,Hot Springs,,,Helena,,,,,,postponed,wet grounds,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQLSTDT,1909-05-04,0,Arkansas State,regular,,Argenta,2,,Jonesboro,3,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,
DGWBLTK,1909-05-04,0,Arkansas State,regular,,Fort Smith,1,,Monroe,7,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,5,0,0,0,0,2,x,,,,,,,,,,
PLGGSSM,1909-05-04,0,Southern Association,regular,,Nashville,1,,Atlanta,0,,,1:40,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
GKFXMNX,1909-05-04,0,Southern Association,regular,,Montgomery,3,,Birmingham,9,,,1:55,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",1,0,1,0,0,0,0,1,0,,,,,,,,,,,2,0,3,3,0,0,0,1,x,,,,,,,,,,
YXRVMTL,1909-05-04,0,Southern Association,regular,,New Orleans,,,Little Rock,,,,,,postponed,rain,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNKMPTP,1909-05-04,0,Southern Association,regular,,Mobile,2,,Memphis,1,,,1:50,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 5, 1909",0,0,0,0,0,0,0,0,2,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,
JMHVPDQ,1909-05-05,0,Arkansas State,regular,,Texarkana,4,,Alexandria,14,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,0,0,0,0,0,3,1,,,,,,,,,,,0,0,1,0,5,0,2,6,0,,,,,,,,,,
VTYJWXF,1909-05-05,0,Arkansas State,regular,,Hot Springs,0,,Helena,16,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,7,2,1,2,1,0,3,0,x,,,,,,,,,,
NGHHZRJ,1909-05-05,0,Arkansas State,regular,,Argenta,4,,Jonesboro,1,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",3,0,0,1,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,
TYZQKVK,1909-05-05,0,Arkansas State,regular,,Fort Smith,2,,Monroe,5,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,0,0,0,0,0,0,2,,,,,,,,,,,3,0,0,0,0,0,0,2,x,,,,,,,,,,
FZYTNHR,1909-05-05,0,Southern Association,regular,,Nashville,3,,Atlanta,0,,,1:35,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,0,0,0,0,1,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
QCKBFYB,1909-05-05,0,Southern Association,regular,,Montgomery,1,,Birmingham,3,,,1:50,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,2,0,0,0,0,0,x,,,,,,,,,,
XJXZZGH,1909-05-05,1,Southern Association,regular,,New Orleans,2,,Little Rock,3,,,1:45,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,2,0,0,0,0,0,0,,,,,,,,,,,0,2,0,0,0,1,0,0,x,,,,,,,,,,
WYHSBDF,1909-05-05,2,Southern Association,regular,,New Orleans,2,,Little Rock,4,,,1:55,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,0,0,0,0,0,2,0,,,,,,,,,,,0,0,0,0,2,2,0,0,x,,,,,,,,,,
CFTHVSF,1909-05-05,0,Southern Association,regular,,Mobile,0,,Memphis,3,,,1:25,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 6, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,3,x,,,,,,,,,,
XQNGRLJ,1909-05-06,0,Arkansas State,regular,,Texarkana,2,,Alexandria,3,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 7, 1909",0,1,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,1,0,2,0,x,,,,,,,,,,
DYWMDXZ,1909-05-06,0,Arkansas State,regular,,Helena,7,,Jonesboro,6,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 7, 1909",1,0,0,1,1,0,2,1,0,1,,,,,,,,,,0,1,0,0,1,0,4,0,0,0,,,,,,,,,
SRXNSRY,1909-05-06,0,Arkansas State,regular,,Fort Smith,0,,Monroe,2,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 7, 1909",0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,0,,,,,,,,,,,,
QSFGYQZ,1909-05-06,0,Southern Association,regular,,Nashville,4,,Atlanta,1,,,1:33,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 7, 1909",1,0,1,0,2,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,
WKXBZJT,1909-05-06,0,Southern Association,regular,,Montgomery,2,,Birmingham,3,,,2:00,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 7, 1909",1,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,2,0,1,x,,,,,,,,,,
DMXCSDW,1909-05-07,0,Arkansas State,regular,,Fort Smith,2,,Alexandria,4,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",1,0,0,0,0,0,0,1,0,,,,,,,,,,,3,0,0,0,0,1,0,0,x,,,,,,,,,,
LBDHLLS,1909-05-07,0,Arkansas State,regular,,Argenta,5,,Hot Springs,3,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",3,1,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,,,,,,,,
RXRDTKK,1909-05-07,0,Arkansas State,regular,,Helena,8,,Jonesboro,1,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",0,3,0,1,2,1,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,
NSRVNPP,1909-05-07,0,Arkansas State,regular,,Texarkana,6,,Monroe,2,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",0,0,2,0,2,0,0,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,,
BJFRKJV,1909-05-07,0,Southern Association,regular,,Memphis,5,,Little Rock,1,,,1:35,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",0,5,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,
LWSQZLP,1909-05-07,0,Southern Association,regular,,New Orleans,1,,Mobile,2,,,1:48,,final,,0,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,,
BBHVQXL,1909-05-07,0,Southern Association,regular,,Atlanta,2,,Montgomery,10,,,1:45,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",0,1,0,0,0,0,1,0,0,,,,,,,,,,,2,0,0,0,7,1,0,0,*,,,,,,,,,,
WQLHXHS,1909-05-07,0,Southern Association,regular,,Birmingham,4,,Nashville,1,,,1:30,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 8, 1909",1,0,0,0,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,
FYCMBVY,1909-05-08,0,Arkansas State,regular,,Fort Smith,8,,Alexandria,12,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",5,0,2,0,0,0,1,0,0,,,,,,,,,,,3,0,2,0,2,0,2,3,x,,,,,,,,,,
CFKMHXJ,1909-05-08,0,Arkansas State,regular,,Argenta,6,,Hot Springs,4,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",1,0,3,0,0,1,0,1,0,,,,,,,,,,,1,0,0,2,0,0,0,1,0,,,,,,,,,,
DPSYLXL,1909-05-08,0,Arkansas State,regular,,Helena,2,,Jonesboro,1,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,
WTCXNLP,1909-05-08,0,Arkansas State,regular,,Texarkana,6,,Monroe,7,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",0,0,0,0,0,0,3,3,0,,,,,,,,,,,0,0,0,0,0,0,6,1,x,,,,,,,,,,
ZRLCVGJ,1909-05-08,0,Southern Association,regular,,Memphis,3,,Little Rock,4,,,1:50,,final,,2,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",0,0,0,0,0,2,0,0,1,,,,,,,,,,,0,0,1,0,2,0,0,0,1,,,,,,,,,,
XZMCHGP,1909-05-08,0,Southern Association,regular,,New Orleans,1,,Mobile,2,,,1:45,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",0,0,0,1,0,0,0,0,0,,,,,,,,,,,0,2,0,0,0,0,0,0,x,,,,,,,,,,
FPTFWLG,1909-05-08,0,Southern Association,regular,,Atlanta,4,,Montgomery,3,,,1:55,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",2,0,0,0,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,1,0,2,0,,,,,,,,,,
WDYVGWR,1909-05-08,0,Southern Association,regular,,Birmingham,3,,Nashville,7,,,1:40,,final,,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 9, 1909",0,0,0,0,0,0,3,0,0,,,,,,,,,,,0,2,0,2,1,0,0,2,x,,,,,,,,,,
JKJFMLP,1909-05-09,0,Arkansas State,regular,,Fort Smith,3,,Alexandria,2,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 10, 1909",0,0,0,1,0,2,0,0,0,,,,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,,,,
QCYBPLM,1909-05-09,0,Arkansas State,regular,,Argenta,5,,Hot Springs,10,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 10, 1909",1,0,0,0,0,0,2,2,0,,,,,,,,,,,0,0,0,5,0,0,1,4,x,,,,,,,,,,
YRBLQLP,1909-05-09,0,Arkansas State,regular,,Texarkana,0,,Monroe,6,,,,,final,,,1909/1909-MCA/ARSL-19090503.txt,"(Memphis) Commercial Appeal, May 10, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1,0,0,1,1,2,1,x,,,,,,,,,,
NSWMKFJ,1909-05-09,0,Southern Association,regular,,Little Rock,,,Memphis,,,,,,postponed,rain,,1909/1909-MCA/SOUA-19090503.txt,"(Memphis) Commercial Appeal, May 10, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
